id,name,dateOfBirth,positionName,positionShortName,portraitUrl,currentMarketValue,Historique_Clubs_Stats,taille,Nationalité 1,Nationalité 2
10,Miroslav Klose,1978-06-09,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/10-1448468291.jpg,0.0,"SS Lazio (2014-2015): 14B, 17PD | SS Lazio (2015-2016): 12B, 14PD",1.84,Allemagne,
26,Roman Weidenfeller,1980-08-06,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/26-1471509813.jpg,0.0,"Borussia Dortmund (2014-2015): 0B, 0PD | Borussia Dortmund (2015-2016): 0B, 0PD | Borussia Dortmund (2016-2017): 0B, 0PD | Borussia Dortmund (2017-2018): 2B, 0PD",1.9,Allemagne,
70,Emerson,1976-04-04,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/s_70_123_2013_10_02_1.jpg,0.0,"Chelsea FC (2017-2018): 2B, 1PD | Chelsea FC (2018-2019): 3B, 0PD | Chelsea FC (2019-2020): 3B, 3PD | Chelsea FC (2020-2021): 8B, 0PD | Chelsea FC (2021-2022): 1B, 0PD | West Ham United (2022-2023): 6B, 10PD | West Ham United (2023-2024): 4B, 7PD | West Ham United (2024-2025): 6B, 19PD | Palermo FC (2014-2015): 9B, 0PD | AS Roma (2015-2016): 7B, 2PD | AS Roma (2016-2017): 7B, 5PD | AS Roma (2017-2018): 1B, 0PD | Olympique Lyon (2021-2022): 4B, 6PD",,Brésil,Allemagne
80,Tom Starke,1981-03-18,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/80-1471439914.JPG,0.0,"Bayern Munich (2014-2015): 0B, 0PD | Bayern Munich (2015-2016): 0B, 0PD | Bayern Munich (2016-2017): 0B, 0PD | Bayern Munich (2017-2018): 0B, 0PD",1.94,Allemagne,
215,Roque Santa Cruz,1981-08-16,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/215-1715774118.JPG,250000.0,"Málaga CF (2014-2015): 1B, 4PD | Málaga CF (2015-2016): 14B, 1PD",1.93,Paraguay,Espagne
410,Sebastian Kehl,1980-02-13,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/410-1701172571.jpg,0.0,"Borussia Dortmund (2014-2015): 4B, 6PD",1.87,Allemagne,
488,Gerhard Tremmel,1978-11-16,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_488_2288_2013_10_18_1.jpg,0.0,"Swansea City (2014-2015): 1B, 0PD | Swansea City (2015-2016): 0B, 0PD | Swansea City (2016-2017): 0B, 0PD | SV Werder Bremen (2015-2016): 0B, 0PD",,Allemagne,
532,Claudio Pizarro,1978-10-03,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/532-1535124277.jpg,0.0,"Bayern Munich (2014-2015): 15B, 1PD | SV Werder Bremen (2015-2016): 12B, 10PD | SV Werder Bremen (2016-2017): 9B, 8PD | SV Werder Bremen (2018-2019): 26B, 4PD | SV Werder Bremen (2019-2020): 19B, 0PD",1.84,Pérou,Italie
568,Martin Stranzl,1980-06-16,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/568-1437474557.jpg,0.0,"Borussia Mönchengladbach (2014-2015): 1B, 3PD | Borussia Mönchengladbach (2015-2016): 2B, 1PD",,Autriche,
598,Timo Hildebrand,1979-04-05,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/598-1540373444.jpg,0.0,"Eintracht Frankfurt (2014-2015): 0B, 0PD",,Allemagne,
604,Krisztián Lisztes,1976-07-02,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/604-1544548011.jpg,0.0,"Eintracht Frankfurt (2024-2025): 0B, 0PD",,Hongrie,
691,Simon Rolfes,1982-01-21,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/691-1408096910.jpg,0.0,"Bayer 04 Leverkusen (2014-2015): 14B, 10PD",1.91,Allemagne,
837,Thorben Marx,1981-06-01,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/837-1406669543.jpg,0.0,"Borussia Mönchengladbach (2014-2015): 0B, 0PD",,Allemagne,
1257,Michael Ratajczak,1982-04-16,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/1257-1531727028.jpg,0.0,"SC Paderborn 07 (2019-2020): 0B, 0PD",1.88,Allemagne,
1277,Clemens Fritz,1980-12-07,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/1277-1470745177.jpg,0.0,"SV Werder Bremen (2014-2015): 1B, 5PD | SV Werder Bremen (2015-2016): 0B, 10PD | SV Werder Bremen (2016-2017): 1B, 10PD",1.83,Allemagne,
1327,Alou Diarra,1981-07-15,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/s_1327_379_2013_09_26_1.jpg,0.0,"AS Nancy-Lorraine (2016-2017): 3B, 8PD",1.89,France,Mali
1363,Christian Wetklo,1980-01-11,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_1363_39_2013_07_09_1.jpg,0.0,"FC Schalke 04 (2014-2015): 0B, 0PD | FC Schalke 04 (2015-2016): 0B, 0PD",1.9,Allemagne,
1368,Guy Demel,1981-06-13,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/1368-1719519001.jpg,0.0,"West Ham United (2014-2015): 4B, 3PD",1.88,Côte d'Ivoire,France
1423,Lars Jacobsen,1979-09-20,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/s_1423_190_2013_10_24_1.jpg,0.0,"EA Guingamp (2014-2015): 1B, 2PD | EA Guingamp (2015-2016): 1B, 4PD",1.81,Danemark,
1565,Alexander Meier,1983-01-17,Second Striker,SS,https://img.a.transfermarkt.technology/portrait/big/1565-1502271996.jpg,0.0,"Eintracht Frankfurt (2014-2015): 3B, 2PD | Eintracht Frankfurt (2015-2016): 1B, 2PD | Eintracht Frankfurt (2016-2017): 7B, 7PD | Eintracht Frankfurt (2017-2018): 1B, 0PD",1.96,Allemagne,
1586,Christian Schulz,1983-04-01,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/1586-1437558222.jpg,0.0,"Hannover 96 (2014-2015): 0B, 5PD | Hannover 96 (2015-2016): 1B, 2PD",,Allemagne,
1662,Sascha Riether,1983-03-23,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/1662-1531813388.jpg,0.0,"SC Freiburg (2014-2015): 4B, 3PD | FC Schalke 04 (2015-2016): 4B, 1PD | FC Schalke 04 (2016-2017): 3B, 2PD | FC Schalke 04 (2017-2018): 0B, 0PD | FC Schalke 04 (2018-2019): 1B, 0PD",,Allemagne,
1667,Diego Benaglio,1983-09-08,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/1667-1438072284.jpg,0.0,"VfL Wolfsburg (2014-2015): 0B, 0PD | VfL Wolfsburg (2015-2016): 0B, 0PD | VfL Wolfsburg (2016-2017): 0B, 0PD",1.94,Suisse,Italie
1726,Heiko Westermann,1983-08-14,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/1726-1447257388.jpg,0.0,"Real Betis Balompié (2015-2016): 0B, 3PD | Hamburger SV (2014-2015): 1B, 5PD",1.9,Allemagne,
1743,Patrick Platins,1983-04-19,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/1743-1438347193.jpg,0.0,"SV Darmstadt 98 (2015-2016): 0B, 0PD",1.9,Allemagne,
1784,René Adler,1985-01-15,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/1784-1532594587.jpg,0.0,"Hamburger SV (2014-2015): 1B, 0PD | Hamburger SV (2015-2016): 0B, 1PD | Hamburger SV (2016-2017): 0B, 0PD",,Allemagne,
1791,Halil Altıntop,1982-12-08,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/1791-1471448933.jpg,0.0,"FC Augsburg (2014-2015): 1B, 15PD | FC Augsburg (2015-2016): 5B, 13PD | FC Augsburg (2016-2017): 16B, 10PD",1.85,Turquie,Allemagne
1792,Hamit Altıntop,1982-12-08,Right Midfield,RM,https://img.a.transfermarkt.technology/portrait/big/1792-1500629323.jpg,0.0,"SV Darmstadt 98 (2016-2017): 1B, 0PD",,Turquie,Allemagne
1986,Markus Feulner,1982-02-12,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/1986-1471449057.jpg,0.0,"FC Augsburg (2014-2015): 2B, 7PD | FC Augsburg (2015-2016): 12B, 4PD | FC Augsburg (2016-2017): 2B, 0PD",1.83,Allemagne,
2150,Oliver Kirch,1982-08-21,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/2150-1437469739.jpg,0.0,"Borussia Dortmund (2014-2015): 4B, 3PD",1.82,Allemagne,
2154,Patric Klandt,1983-09-29,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/2154-1625771324.jpg,0.0,"SC Freiburg (2016-2017): 0B, 0PD | SC Freiburg (2017-2018): 0B, 0PD",1.84,Allemagne,
2201,Lukas Kruse,1983-07-09,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/2201-1500035722.jpg,0.0,"SC Paderborn 07 (2014-2015): 0B, 0PD",1.85,Allemagne,
2219,Philipp Lahm,1983-11-11,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/2219-1471439838.JPG,0.0,"Bayern Munich (2014-2015): 4B, 11PD | Bayern Munich (2015-2016): 1B, 8PD | Bayern Munich (2016-2017): 2B, 7PD",1.7,Allemagne,
2296,Alexander Meyer,1983-10-19,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/2296-1670100660.jpg,0.0,"VfB Stuttgart (2017-2018): 0B, 0PD | VfB Stuttgart (2018-2019): 0B, 0PD | Borussia Dortmund (2022-2023): 1B, 0PD | Borussia Dortmund (2023-2024): 1B, 0PD | Borussia Dortmund (2024-2025): 1B, 0PD",,Allemagne,
2306,Markus Miller,1982-04-08,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/2306-1406703633.jpg,0.0,"Hannover 96 (2014-2015): 0B, 0PD",1.89,Allemagne,
2334,Marcel Ndjeng,1982-05-06,Right Midfield,RM,https://img.a.transfermarkt.technology/portrait/big/2334-1438173952.jpg,0.0,"Hertha BSC (2014-2015): 5B, 2PD",1.8,Cameroun,Allemagne
2358,Patrick Ochs,1984-05-14,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/2358-1468423877.jpg,0.0,"VfL Wolfsburg (2014-2015): 0B, 0PD",,Allemagne,
2421,Michael Rensing,1984-05-14,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/2421-1531731363.jpg,0.0,"Fortuna Düsseldorf (2018-2019): 0B, 0PD | Fortuna Düsseldorf (2019-2020): 0B, 0PD",1.9,Allemagne,Serbie
2514,Bastian Schweinsteiger,1984-08-01,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/2514-1551256967.jpg,0.0,"Manchester United (2015-2016): 10B, 10PD | Manchester United (2016-2017): 3B, 0PD | Bayern Munich (2014-2015): 7B, 6PD",,Allemagne,
2623,Piotr Trochowski,1984-03-22,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/2623-1482503517.jpg,0.0,"FC Augsburg (2015-2016): 7B, 4PD",,Allemagne,
2767,Alexander Madlung,1982-07-11,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/2767-1469108439.jpg,0.0,"Eintracht Frankfurt (2014-2015): 8B, 0PD",,Allemagne,
2805,Christian Pander,1983-08-28,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/2805-1406703815.jpg,0.0,"Hannover 96 (2014-2015): 4B, 0PD",1.86,Allemagne,
2857,Eldin Jakupović,1984-10-02,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/2857-1678026401.jpg,0.0,"Hull City (2014-2015): 1B, 0PD | Hull City (2016-2017): 0B, 0PD | Leicester City (2017-2018): 0B, 0PD | Leicester City (2018-2019): 0B, 0PD | Leicester City (2019-2020): 0B, 0PD | Leicester City (2020-2021): 0B, 0PD | Leicester City (2021-2022): 0B, 0PD | Everton FC (2022-2023): 0B, 0PD",1.91,Suisse,Bosnie-Herzégovine
2865,Stephan Lichtsteiner,1984-01-16,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/2865-1410245791.jpg,0.0,"FC Augsburg (2019-2020): 3B, 7PD",1.82,Suisse,
2923,Andreas Ivanschitz,1983-10-15,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/2923-1627808989.jpg,0.0,"Levante UD (2014-2015): 4B, 8PD",,Autriche,
2926,György Garics,1984-03-08,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/2926-1464944981.jpg,0.0,"SV Darmstadt 98 (2015-2016): 1B, 1PD",,Autriche,Hongrie
2998,Robert Huth,1984-08-18,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/2998-1463997450.jpg,0.0,"Stoke City (2014-2015): 1B, 0PD | Leicester City (2014-2015): 0B, 2PD | Leicester City (2015-2016): 0B, 0PD | Leicester City (2016-2017): 0B, 4PD | Leicester City (2017-2018): 0B, 0PD",,Allemagne,
3109,Steven Gerrard,1980-05-30,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/s_3109_31_2013_01_16_1.jpg,0.0,"Liverpool FC (2014-2015): 5B, 6PD",1.83,Angleterre,
3114,Jan Schlaudraff,1983-07-18,Second Striker,SS,https://img.a.transfermarkt.technology/portrait/big/3114-1406703917.jpg,0.0,"Hannover 96 (2014-2015): 6B, 1PD",,Allemagne,
3120,Richard Wright,1977-11-05,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_3120_281_2013_03_06_1.jpg,0.0,"Manchester City (2014-2015): 0B, 0PD | Manchester City (2015-2016): 0B, 0PD",1.9,Angleterre,
3146,Shay Given,1976-04-20,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/3146-1410949943.jpg,0.0,"Aston Villa (2014-2015): 0B, 0PD | Stoke City (2015-2016): 0B, 1PD | Stoke City (2016-2017): 0B, 0PD",1.85,Irlande,
3159,Valerio Di Cesare,1983-05-23,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/3159-1647294099.jpg,0.0,"Parma Calcio 1913 (2018-2019): 0B, 0PD",1.87,Italie,
3160,John Terry,1980-12-07,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/3160-1719152925.jpg,0.0,"Chelsea FC (2014-2015): 0B, 0PD | Chelsea FC (2015-2016): 1B, 5PD | Chelsea FC (2016-2017): 4B, 1PD",1.87,Angleterre,
3163,Frank Lampard,1978-06-20,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/3163-1674475335.jpg,0.0,"Manchester City (2014-2015): 25B, 11PD",1.84,Angleterre,
3179,Carlton Cole,1983-10-12,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/s_3179_379_2014_01_15_1.jpg,0.0,"West Ham United (2014-2015): 18B, 8PD",1.91,Angleterre,Sierra Leone
3182,Ashley Cole,1980-12-20,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/3182-1683297696.jpg,0.0,"AS Roma (2014-2015): 1B, 2PD | AS Roma (2015-2016): 0B, 0PD",1.76,Angleterre,Barbade
3190,Stuart Taylor,1980-11-28,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_3190_281_2009_1.jpg,0.0,"Southampton FC (2016-2017): 0B, 0PD | Southampton FC (2017-2018): 0B, 0PD",1.98,Angleterre,
3202,Kolo Touré,1981-03-19,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/3202-1686582323.jpg,0.0,"Liverpool FC (2014-2015): 8B, 2PD | Liverpool FC (2015-2016): 6B, 8PD",1.78,Côte d'Ivoire,Angleterre
3256,Roberto Hilbert,1984-10-16,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/3256-1531469210.jpg,0.0,"Bayer 04 Leverkusen (2014-2015): 3B, 4PD | Bayer 04 Leverkusen (2015-2016): 5B, 5PD | Bayer 04 Leverkusen (2016-2017): 0B, 1PD",1.82,Allemagne,
3266,Jérémie Aliadière,1983-03-30,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/s_3266_1158_2012_2.jpg,0.0,"FC Lorient (2016-2017): 10B, 7PD",1.83,France,Algérie
3273,Matthew Upson,1979-04-18,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/s_3273_379_2009_1.jpg,0.0,"Leicester City (2014-2015): 0B, 2PD",1.85,Angleterre,
3276,Shola Ameobi,1981-10-12,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/s_3276_762_2013_08_07_1.jpg,0.0,"Crystal Palace (2014-2015): 4B, 0PD",1.91,Nigeria,Angleterre
3291,Gareth Barry,1981-02-23,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/3291-1481886107.jpg,0.0,"Everton FC (2014-2015): 0B, 5PD | Everton FC (2015-2016): 2B, 1PD | Everton FC (2016-2017): 10B, 12PD | Everton FC (2017-2018): 1B, 0PD | West Bromwich Albion (2017-2018): 3B, 9PD",1.84,Angleterre,
3292,Joey Barton,1982-09-02,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/3292-1484730366.jpg,0.0,"Burnley FC (2016-2017): 2B, 2PD",1.8,Angleterre,
3296,Paul Konchesky,1981-05-15,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/3296-1406794775.jpg,0.0,"Leicester City (2014-2015): 0B, 4PD | Leicester City (2015-2016): 0B, 0PD",1.78,Angleterre,
3306,Jonathan Walters,1983-09-20,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/3306-1459258135.jpg,0.0,"Stoke City (2014-2015): 5B, 9PD | Stoke City (2015-2016): 10B, 5PD | Stoke City (2016-2017): 10B, 2PD | Burnley FC (2017-2018): 4B, 1PD | Burnley FC (2018-2019): 0B, 0PD",1.83,Irlande,Angleterre
3332,Wayne Rooney,1985-10-24,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/3332-1406462596.jpg,0.0,"Manchester United (2014-2015): 0B, 4PD | Manchester United (2015-2016): 3B, 6PD | Manchester United (2016-2017): 14B, 13PD | Manchester United (2017-2018): 0B, 0PD | Everton FC (2017-2018): 4B, 24PD",1.76,Angleterre,
3333,James Milner,1986-01-04,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/3333-1662621121.jpg,1000000.0,"Manchester City (2014-2015): 17B, 10PD | Liverpool FC (2015-2016): 2B, 10PD | Liverpool FC (2016-2017): 1B, 6PD | Liverpool FC (2017-2018): 21B, 5PD | Liverpool FC (2018-2019): 14B, 13PD | Liverpool FC (2019-2020): 19B, 7PD | Liverpool FC (2020-2021): 17B, 8PD | Liverpool FC (2021-2022): 25B, 9PD | Liverpool FC (2022-2023): 31B, 9PD",1.75,Angleterre,
3356,Sylvain Distin,1977-12-16,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/s_3356_29_2013_10_18_1.jpg,0.0,"Everton FC (2014-2015): 1B, 2PD | AFC Bournemouth (2015-2016): 3B, 0PD",1.92,France,Guadeloupe
3357,Mark Schwarzer,1972-10-06,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/3357-1461241916.jpg,0.0,"Chelsea FC (2014-2015): 0B, 0PD | Leicester City (2014-2015): 0B, 0PD | Leicester City (2015-2016): 0B, 0PD",,Australie,Allemagne
3405,Wes Brown,1979-10-13,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/s_3405_985_2009_1.jpg,0.0,"Sunderland AFC (2014-2015): 3B, 3PD | Sunderland AFC (2015-2016): 0B, 0PD",1.85,Angleterre,
3417,Nicolás Burdisso,1981-04-12,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/3417-1448531346.jpg,0.0,"Genoa CFC (2014-2015): 0B, 1PD | Genoa CFC (2015-2016): 0B, 1PD | Genoa CFC (2016-2017): 0B, 1PD | Torino FC (2017-2018): 1B, 1PD",1.83,Argentine,Italie
3455,Zlatan Ibrahimović,1981-10-03,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/3455-1579506060.jpg,0.0,"Manchester United (2016-2017): 5B, 1PD | Manchester United (2017-2018): 5B, 2PD | AC Milan (2019-2020): 3B, 5PD | AC Milan (2020-2021): 3B, 9PD | AC Milan (2021-2022): 15B, 4PD | AC Milan (2022-2023): 3B, 1PD | Paris Saint-Germain (2014-2015): 1B, 3PD | Paris Saint-Germain (2015-2016): 4B, 12PD",1.95,Suède,Bosnie-Herzégovine
3476,Brad Friedel,1971-05-18,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/3476-1505749201.jpg,0.0,"Tottenham Hotspur (2014-2015): 0B, 0PD",1.91,États-Unis,Angleterre
3507,Christian Abbiati,1977-07-08,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/3507-1455536201.jpg,0.0,"AC Milan (2014-2015): 1B, 0PD | AC Milan (2015-2016): 1B, 0PD",1.91,Italie,
3525,Sylvain Armand,1980-08-01,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/3525-1448381751.png,0.0,"Stade Rennais FC (2014-2015): 0B, 1PD | Stade Rennais FC (2015-2016): 1B, 1PD | Stade Rennais FC (2016-2017): 1B, 0PD",1.82,France,
3540,John O'Shea,1981-04-30,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/3540-1498839759.jpg,0.0,"Sunderland AFC (2014-2015): 0B, 1PD | Sunderland AFC (2015-2016): 5B, 4PD | Sunderland AFC (2016-2017): 3B, 5PD",1.92,Irlande,
3547,Darren Fletcher,1984-02-01,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/3547-1470302082.jpg,0.0,"Manchester United (2014-2015): 7B, 2PD | West Bromwich Albion (2014-2015): 0B, 0PD | West Bromwich Albion (2015-2016): 0B, 2PD | West Bromwich Albion (2016-2017): 2B, 5PD | Stoke City (2017-2018): 3B, 6PD",1.84,Écosse,
3548,Kieran Richardson,1984-10-21,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/3548-1410950645.jpg,0.0,"Aston Villa (2014-2015): 6B, 7PD | Aston Villa (2015-2016): 3B, 3PD",1.77,Angleterre,
3560,Jerome Thomas,1983-03-23,Left Winger,LW,https://img.a.transfermarkt.technology/portrait/big/s_3560_873_2013_10_18_1.jpg,0.0,"Crystal Palace (2014-2015): 2B, 0PD",1.77,Angleterre,Guyana
3562,Steve Harper,1975-03-14,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_3562_762_2012_1.jpg,0.0,"Hull City (2014-2015): 0B, 1PD | Sunderland AFC (2015-2016): 0B, 0PD",1.88,Angleterre,
3569,Steed Malbranque,1980-01-06,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/3569-1448021500.jpg,0.0,"Olympique Lyon (2014-2015): 16B, 13PD | Olympique Lyon (2015-2016): 9B, 6PD | SM Caen (2016-2017): 11B, 2PD",1.71,France,Belgique
3614,Tony Hibbert,1981-02-20,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/s_3614_29_2009_1.jpg,0.0,"Everton FC (2014-2015): 0B, 2PD | Everton FC (2015-2016): 1B, 0PD",1.73,Angleterre,
3620,Leon Osman,1981-05-17,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/s_3620_29_2013_10_18_1.jpg,0.0,"Everton FC (2014-2015): 14B, 3PD | Everton FC (2015-2016): 10B, 2PD",1.73,Angleterre,
3630,Paul Robinson,1979-10-15,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/3630-1719151320.jpg,0.0,"Burnley FC (2016-2017): 0B, 0PD",1.93,Angleterre,
3668,Lloyd Dyer,1982-09-13,Left Midfield,LM,,0.0,"Watford FC (2015-2016): 0B, 0PD",1.73,Angleterre,Montserrat
3692,Jussi Jääskeläinen,1975-04-19,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_3692_355_2009_1.jpg,0.0,"West Ham United (2014-2015): 1B, 0PD",1.91,Finlande,
3713,Massimo Maccarone,1979-09-06,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/3713-1449071544.jpg,0.0,"FC Empoli (2014-2015): 4B, 19PD | FC Empoli (2015-2016): 2B, 21PD | FC Empoli (2016-2017): 11B, 11PD",1.8,Italie,
3838,Boaz Myhill,1982-11-09,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/s_3838_984_2013_09_24_1.jpg,0.0,"West Bromwich Albion (2014-2015): 1B, 1PD | West Bromwich Albion (2015-2016): 0B, 0PD | West Bromwich Albion (2016-2017): 0B, 0PD | West Bromwich Albion (2017-2018): 0B, 0PD",1.91,Pays de Galles,États-Unis
3851,Jan-Ingwer Callsen-Bracker,1984-09-23,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/3851-1534232243.jpg,0.0,"FC Augsburg (2014-2015): 1B, 0PD | FC Augsburg (2015-2016): 3B, 2PD | FC Augsburg (2016-2017): 1B, 0PD | FC Augsburg (2017-2018): 0B, 0PD | FC Augsburg (2018-2019): 1B, 0PD",1.88,Allemagne,
3875,Jermain Defoe,1982-10-07,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/3875-1483634406.jpg,0.0,"Sunderland AFC (2014-2015): 0B, 6PD | Sunderland AFC (2015-2016): 5B, 5PD | Sunderland AFC (2016-2017): 2B, 2PD | AFC Bournemouth (2017-2018): 13B, 10PD | AFC Bournemouth (2018-2019): 5B, 3PD | AFC Bournemouth (2019-2020): 0B, 0PD",1.71,Angleterre,Sainte-Lucie
3876,Joe Cole,1981-11-08,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/3876-1719154696.jpg,0.0,"Aston Villa (2014-2015): 10B, 5PD | Aston Villa (2015-2016): 1B, 0PD",1.76,Angleterre,
3878,Michael Carrick,1981-07-28,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/3878-1666625002.jpg,0.0,"Manchester United (2014-2015): 3B, 2PD | Manchester United (2015-2016): 9B, 9PD | Manchester United (2016-2017): 8B, 7PD | Manchester United (2017-2018): 1B, 1PD",1.89,Angleterre,
3881,Glen Johnson,1984-08-23,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/3881-1475583851.jpg,0.0,"Liverpool FC (2014-2015): 6B, 3PD | Stoke City (2015-2016): 1B, 3PD | Stoke City (2016-2017): 2B, 0PD | Stoke City (2017-2018): 2B, 4PD",1.82,Angleterre,
3924,Didier Drogba,1978-03-11,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/3924-1683633427.jpg,0.0,"Chelsea FC (2014-2015): 26B, 6PD",1.89,Côte d'Ivoire,France
3942,Martin Lanig,1984-07-11,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/3942-1407140735.jpg,0.0,"Eintracht Frankfurt (2014-2015): 2B, 1PD",1.9,Allemagne,
3950,Kevin Nolan,1982-06-24,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/3950-1482228569.jpg,0.0,"West Ham United (2014-2015): 11B, 9PD | West Ham United (2015-2016): 1B, 3PD",1.83,Angleterre,
3966,Djibril Cissé,1981-08-12,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/3966-1497545601.jpg,0.0,"SC Bastia (2014-2015): 10B, 0PD",1.82,France,Côte d'Ivoire
3979,Iker Casillas,1981-05-20,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/3979-1684226777.jpeg,0.0,"Real Madrid (2014-2015): 0B, 0PD",1.82,Espagne,
3995,Gary O'Neil,1983-05-18,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/s_3995_641_2009_1.jpg,0.0,"Norwich City (2015-2016): 9B, 1PD",1.74,Angleterre,
