id,name,dateOfBirth,positionName,positionShortName,portraitUrl,currentMarketValue,Historique_Clubs_Stats,taille,Nationalité 1,Nationalité 2
191891,Arkadiusz Milik,1994-02-28,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/191891-1661518258.jpg,1500000.0,"SSC Napoli (2016-2017): 15B, 5PD | SSC Napoli (2017-2018): 13B, 3PD | SSC Napoli (2018-2019): 12B, 13PD | SSC Napoli (2019-2020): 13B, 13PD | Olympique Marseille (2020-2021): 1B, 6PD | Olympique Marseille (2021-2022): 13B, 13PD | Olympique Marseille (2022-2023): 0B, 2PD",1.86,Pologne,
191903,Ferjani Sassi,1992-03-18,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/191903-1738110704.jpg,1200000.0,"FC Metz (2014-2015): 1B, 7PD",1.85,Tunisie,
191987,Edgar Ié,1994-05-01,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/191987-1695643979.png,500000.0,"FC Barcelona (2014-2015): 1B, 0PD | LOSC Lille (2017-2018): 0B, 2PD | LOSC Lille (2018-2019): 7B, 0PD | FC Nantes (2018-2019): 0B, 2PD",1.82,Guinée-Bissau,Portugal
192009,Unai López,1995-10-30,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/192009-1726662500.jpg,2500000.0,"Bilbao Athletic (2015-2016): 1B, 12PD | CD Leganés (2016-2017): 11B, 7PD | Rayo Vallecano (2021-2022): 15B, 12PD | Rayo Vallecano (2022-2023): 23B, 12PD | Rayo Vallecano (2023-2024): 9B, 24PD | Rayo Vallecano (2024-2025): 11B, 20PD",1.7,Espagne,
192068,Charlie Allen,1992-03-24,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/s_192068_2814_2013_09_23_1.jpg,0.0,"Leeds United (2022-2023): 0B, 0PD",1.83,Angleterre,
192080,Nick Pope,1992-04-19,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/192080-1663841362.jpg,8000000.0,"Burnley FC (2016-2017): 0B, 0PD | Burnley FC (2017-2018): 1B, 0PD | Burnley FC (2018-2019): 0B, 1PD | Burnley FC (2019-2020): 0B, 0PD | Burnley FC (2020-2021): 0B, 0PD | Burnley FC (2021-2022): 0B, 0PD | Newcastle United (2022-2023): 0B, 0PD | Newcastle United (2023-2024): 0B, 1PD | Newcastle United (2024-2025): 0B, 0PD",1.98,Angleterre,
192167,Mohamed Dräger,1996-06-25,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/192167-1669129708.jpg,400000.0,"SC Freiburg (2017-2018): 3B, 0PD | SC Paderborn 07 (2019-2020): 2B, 6PD",1.81,Tunisie,Allemagne
192169,Jonas Föhrenbach,1996-01-26,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/192169-1755087596.jpg,1500000.0,"SC Freiburg (2016-2017): 2B, 1PD | SC Freiburg (2018-2019): 0B, 0PD",1.84,Allemagne,
192268,Niklas Klinger,1995-10-13,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/192268-1657202222.jpg,0.0,"VfL Wolfsburg (2015-2016): 0B, 0PD | VfL Wolfsburg (2019-2020): 0B, 0PD | VfL Wolfsburg (2020-2021): 0B, 0PD | VfL Wolfsburg (2021-2022): 0B, 0PD | VfL Wolfsburg (2022-2023): 0B, 0PD | VfL Wolfsburg (2023-2024): 0B, 0PD | VfL Wolfsburg (2024-2025): 0B, 0PD",1.87,Allemagne,
192279,Kepa Arrizabalaga,1994-10-03,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/192279-1661855851.jpg,8000000.0,"Chelsea FC (2018-2019): 0B, 0PD | Chelsea FC (2019-2020): 0B, 0PD | Chelsea FC (2020-2021): 1B, 0PD | Chelsea FC (2021-2022): 2B, 0PD | Chelsea FC (2022-2023): 0B, 1PD | AFC Bournemouth (2024-2025): 0B, 0PD | Bilbao Athletic (2014-2015): 0B, 0PD | Real Madrid (2023-2024): 1B, 0PD",1.88,Espagne,
192294,Mohamed Gouaida,1993-05-15,,,https://img.a.transfermarkt.technology/portrait/big/192294-1660117826.jpg,0.0,"Hamburger SV (2014-2015): 3B, 4PD | Hamburger SV (2016-2017): 0B, 0PD | Hamburger SV (2017-2018): 0B, 1PD",1.78,Tunisie,France
192300,Max Christiansen,1996-09-25,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/192300-1753731011.jpg,500000.0,"SpVgg Greuther Fürth (2021-2022): 5B, 5PD",1.85,Allemagne,
192317,Jordan Smith,1991-04-23,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/192317-1464039694.jpg,0.0,"Nottingham Forest (2022-2023): 0B, 0PD",1.88,Costa Rica,
192492,Jordan Lefort,1993-08-09,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/192492-1750956054.png,1500000.0,"Amiens SC (2018-2019): 3B, 2PD | Amiens SC (2019-2020): 2B, 0PD | Angers SCO (2024-2025): 1B, 1PD",1.84,France,
192565,Leroy Sané,1996-01-11,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/192565-1694587968.jpg,25000000.0,"Manchester City (2016-2017): 8B, 16PD | Manchester City (2017-2018): 8B, 15PD | Manchester City (2018-2019): 17B, 14PD | Manchester City (2019-2020): 1B, 1PD | FC Schalke 04 (2014-2015): 7B, 4PD | FC Schalke 04 (2015-2016): 13B, 12PD | Bayern Munich (2020-2021): 17B, 21PD | Bayern Munich (2021-2022): 12B, 19PD | Bayern Munich (2022-2023): 15B, 16PD | Bayern Munich (2023-2024): 4B, 20PD | Bayern Munich (2024-2025): 22B, 16PD",1.83,Allemagne,France
192616,Ulisses Garcia,1996-01-11,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/192616-1700236348.jpg,5000000.0,"SV Werder Bremen (2015-2016): 5B, 5PD | SV Werder Bremen (2016-2017): 4B, 0PD | SV Werder Bremen (2017-2018): 1B, 0PD | Olympique Marseille (2023-2024): 4B, 2PD | Olympique Marseille (2024-2025): 12B, 8PD",1.82,Suisse,Cap-Vert
192635,Nico Elvedi,1996-09-30,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/192635-1691249306.jpg,8000000.0,"Borussia Mönchengladbach (2015-2016): 6B, 3PD | Borussia Mönchengladbach (2016-2017): 2B, 6PD | Borussia Mönchengladbach (2017-2018): 0B, 3PD | Borussia Mönchengladbach (2018-2019): 0B, 3PD | Borussia Mönchengladbach (2019-2020): 2B, 5PD | Borussia Mönchengladbach (2020-2021): 0B, 5PD | Borussia Mönchengladbach (2021-2022): 0B, 1PD | Borussia Mönchengladbach (2022-2023): 0B, 2PD | Borussia Mönchengladbach (2023-2024): 2B, 6PD | Borussia Mönchengladbach (2024-2025): 0B, 3PD",1.89,Suisse,
192638,Nicolas Haas,1996-01-23,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/192638-1725530159.jpg,700000.0,"Atalanta BC (2017-2018): 9B, 2PD | Atalanta BC (2018-2019): 0B, 0PD | FC Empoli (2021-2022): 5B, 10PD | FC Empoli (2022-2023): 12B, 11PD | FC Empoli (2023-2024): 1B, 0PD | FC Empoli (2024-2025): 9B, 1PD",1.78,Suisse,
192735,Stanislav Lobotka,1994-11-25,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/192735-1661509021.jpg,25000000.0,"Celta de Vigo (2017-2018): 5B, 4PD | Celta de Vigo (2018-2019): 4B, 7PD | Celta de Vigo (2019-2020): 0B, 8PD | SSC Napoli (2019-2020): 6B, 7PD | SSC Napoli (2020-2021): 18B, 5PD | SSC Napoli (2021-2022): 5B, 8PD | SSC Napoli (2022-2023): 5B, 17PD | SSC Napoli (2023-2024): 1B, 17PD | SSC Napoli (2024-2025): 2B, 15PD",1.68,Slovaquie,
192736,Sabin Merino,1992-01-04,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/192736-1740104891.jpg,225000.0,"Bilbao Athletic (2014-2015): 0B, 8PD | CD Leganés (2018-2019): 10B, 3PD | CD Leganés (2019-2020): 1B, 2PD",1.87,Espagne,
192765,Ben Davies,1993-04-24,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/192765-1668520095.jpg,6000000.0,"Tottenham Hotspur (2014-2015): 5B, 1PD | Tottenham Hotspur (2015-2016): 3B, 1PD | Tottenham Hotspur (2016-2017): 5B, 3PD | Tottenham Hotspur (2017-2018): 4B, 3PD | Tottenham Hotspur (2018-2019): 10B, 3PD | Tottenham Hotspur (2019-2020): 2B, 3PD | Liverpool FC (2020-2021): 0B, 0PD | Tottenham Hotspur (2020-2021): 7B, 3PD | Liverpool FC (2021-2022): 0B, 0PD | Tottenham Hotspur (2021-2022): 2B, 3PD | Tottenham Hotspur (2022-2023): 8B, 7PD | Tottenham Hotspur (2023-2024): 5B, 2PD | Tottenham Hotspur (2024-2025): 5B, 2PD",1.81,Pays de Galles,
192774,Moussa Konaté,1993-04-03,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/192774-1601743854.jpg,0.0,"Amiens SC (2017-2018): 5B, 16PD | Amiens SC (2018-2019): 7B, 12PD | Amiens SC (2019-2020): 6B, 2PD | Dijon FCO (2020-2021): 14B, 11PD",1.83,Sénégal,
192875,William Troost-Ekong,1993-09-01,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/192875-1694780809.png,1500000.0,"Watford FC (2021-2022): 2B, 0PD | Udinese Calcio (2018-2019): 0B, 3PD | Udinese Calcio (2019-2020): 1B, 2PD | Udinese Calcio (2020-2021): 0B, 0PD | US Salernitana 1919 (2022-2023): 5B, 1PD",1.91,Nigeria,Pays-Bas
193004,Waldemar Anton,1996-07-20,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/193004-1723922551.jpg,18000000.0,"Hannover 96 (2015-2016): 2B, 1PD | Hannover 96 (2017-2018): 1B, 1PD | Hannover 96 (2018-2019): 0B, 0PD | VfB Stuttgart (2020-2021): 1B, 1PD | VfB Stuttgart (2021-2022): 1B, 1PD | VfB Stuttgart (2022-2023): 0B, 10PD | VfB Stuttgart (2023-2024): 1B, 2PD | Borussia Dortmund (2024-2025): 8B, 4PD",1.89,Allemagne,
193006,Mike-Steven Bähre,1995-08-10,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/193006-1752848919.jpg,400000.0,"Hannover 96 (2015-2016): 1B, 0PD | Hannover 96 (2017-2018): 0B, 0PD | Hannover 96 (2018-2019): 0B, 0PD",1.79,Allemagne,
193033,Tim Kleindienst,1995-08-31,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193033-1722945738.jpg,17000000.0,"SC Freiburg (2016-2017): 0B, 0PD | SC Freiburg (2017-2018): 12B, 8PD | SC Freiburg (2018-2019): 4B, 1PD | SC Freiburg (2019-2020): 0B, 0PD | Borussia Mönchengladbach (2024-2025): 0B, 7PD",1.94,Allemagne,
193050,Valmir Sulejmani,1996-02-01,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193050-1754245507.jpg,200000.0,"Hannover 96 (2015-2016): 3B, 1PD",1.85,Kosovo,Allemagne
193051,Niklas Teichgräber,1996-02-07,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/193051-1626694593.jpg,0.0,"Hannover 96 (2014-2015): 0B, 0PD",1.78,Allemagne,
193073,Miguel Bañuz,1993-06-26,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/193073-1732223848.jpg,250000.0,"Villarreal CF (2014-2015): 0B, 0PD",1.88,Espagne,
193082,Alejandro Grimaldo,1995-09-20,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/193082-1689710805.jpg,30000000.0,"Bayer 04 Leverkusen (2023-2024): 6B, 12PD | Bayer 04 Leverkusen (2024-2025): 4B, 17PD",1.71,Espagne,
193116,John McGinn,1994-10-18,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/193116-1689172405.jpg,16000000.0,"Aston Villa (2019-2020): 2B, 7PD | Aston Villa (2020-2021): 0B, 0PD | Aston Villa (2021-2022): 0B, 3PD | Aston Villa (2022-2023): 4B, 8PD | Aston Villa (2023-2024): 3B, 17PD | Aston Villa (2024-2025): 9B, 24PD",1.78,Écosse,
193130,Rachid Alioui,1992-06-18,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193130-1741358179.png,0.0,"EA Guingamp (2014-2015): 8B, 4PD | Nîmes Olympique (2018-2019): 17B, 3PD | Angers SCO (2019-2020): 12B, 14PD | Angers SCO (2020-2021): 1B, 0PD | Angers SCO (2021-2022): 0B, 0PD",1.86,Maroc,France
193142,Mathieu Michel,1991-09-04,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/193142-1731962312.jpg,150000.0,"Angers SCO (2016-2017): 0B, 0PD | Angers SCO (2017-2018): 1B, 0PD | Angers SCO (2018-2019): 0B, 0PD",1.88,France,
193153,Fahad Al-Muwallad,1994-09-14,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/193153-1685911928.jpg,350000.0,"Levante UD (2017-2018): 2B, 0PD",1.67,Arabie Saoudite,
193256,Gauthier Gallon,1993-04-23,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/193256-1583139111.jpg,800000.0,"ESTAC Troyes (2021-2022): 0B, 0PD | ESTAC Troyes (2022-2023): 0B, 0PD | Stade Rennais FC (2023-2024): 0B, 0PD | Stade Rennais FC (2024-2025): 1B, 0PD",1.87,France,
193469,Björn Engels,1994-09-15,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/193469-1705658592.jpg,100000.0,"Aston Villa (2019-2020): 2B, 1PD | Aston Villa (2020-2021): 0B, 0PD | Stade Reims (2018-2019): 0B, 0PD",1.95,Belgique,
193515,Nabil Ghilas,1990-04-20,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193515-1447315109.jpg,0.0,"Córdoba CF (2014-2015): 5B, 3PD | Levante UD (2015-2016): 11B, 7PD",1.85,Algérie,France
193593,Jon Toral,1995-02-05,Attacking Midfield,AM,https://img.a.transfermarkt.technology/portrait/big/s_193593_9249_2014_02_26_1.jpg,550000.0,"Granada CF (2016-2017): 1B, 5PD",1.84,Espagne,Angleterre
193632,Tim Wiesner,1996-11-21,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/193632-1693053549.jpg,0.0,"Fortuna Düsseldorf (2018-2019): 0B, 0PD | Fortuna Düsseldorf (2019-2020): 0B, 0PD",1.92,Allemagne,
193782,Lucas Alario,1992-10-08,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193782-1739829234.jpg,400000.0,"Bayer 04 Leverkusen (2017-2018): 8B, 5PD | Bayer 04 Leverkusen (2018-2019): 19B, 8PD | Bayer 04 Leverkusen (2019-2020): 17B, 7PD | Bayer 04 Leverkusen (2020-2021): 15B, 14PD | Bayer 04 Leverkusen (2021-2022): 23B, 7PD | Eintracht Frankfurt (2022-2023): 24B, 1PD | Eintracht Frankfurt (2023-2024): 0B, 0PD",1.85,Argentine,Italie
193784,Carlos Clerc,1992-02-21,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/193784-1490623959.jpg,400000.0,"RCD Espanyol Barcelona (2014-2015): 0B, 2PD | CA Osasuna (2016-2017): 3B, 4PD | Levante UD (2019-2020): 4B, 1PD | Levante UD (2020-2021): 8B, 0PD | Levante UD (2021-2022): 1B, 5PD | Elche CF (2022-2023): 2B, 10PD",1.81,Espagne,
193830,Iuri Medeiros,1994-07-10,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/193830-1510679438.jpg,2200000.0,"Genoa CFC (2017-2018): 4B, 4PD | Genoa CFC (2018-2019): 0B, 3PD",1.74,Portugal,
193859,Patrick Erras,1995-01-21,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/193859-1756808503.jpg,600000.0,"SV Werder Bremen (2020-2021): 6B, 1PD | Holstein Kiel (2024-2025): 0B, 3PD",1.96,Allemagne,
193861,Ryan Fulton,1996-05-23,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/193861-1621261619.jpg,50000.0,"Liverpool FC (2015-2016): 0B, 0PD",1.91,Écosse,Angleterre
193877,Pascal Köpke,1995-09-03,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193877-1659622802.jpg,0.0,"Hertha BSC (2018-2019): 8B, 0PD | Hertha BSC (2019-2020): 3B, 2PD",1.78,Allemagne,
193900,Marius Wolf,1995-05-27,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/193900-1755201094.jpg,3000000.0,"Hannover 96 (2015-2016): 0B, 2PD | Eintracht Frankfurt (2016-2017): 2B, 3PD | Eintracht Frankfurt (2017-2018): 2B, 9PD | Borussia Dortmund (2018-2019): 7B, 9PD | Borussia Dortmund (2019-2020): 1B, 0PD | Hertha BSC (2019-2020): 6B, 7PD | Borussia Dortmund (2020-2021): 0B, 0PD | Borussia Dortmund (2021-2022): 17B, 16PD | Borussia Dortmund (2022-2023): 11B, 9PD | Borussia Dortmund (2023-2024): 14B, 7PD | FC Augsburg (2024-2025): 5B, 26PD",1.88,Allemagne,
193938,Diego Rolán,1993-03-24,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/193938-1434005460.jpg,0.0,"Málaga CF (2017-2018): 6B, 4PD | Deportivo Alavés (2018-2019): 6B, 3PD | CD Leganés (2018-2019): 4B, 4PD | FC Girondins Bordeaux (2014-2015): 8B, 13PD | FC Girondins Bordeaux (2015-2016): 9B, 13PD | FC Girondins Bordeaux (2016-2017): 11B, 9PD",1.77,Uruguay,
194218,Yeltsin Tejeda,1992-03-17,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/194218-1743002152.jpg,175000.0,"Thonon Évian Grand Genève FC (2014-2015): 2B, 11PD",1.79,Costa Rica,
194460,Joe Bryan,1993-09-17,Left-Back,LB,https://img.a.transfermarkt.technology/portrait/big/194460-1651652799.jpg,700000.0,"Fulham FC (2018-2019): 1B, 6PD | Fulham FC (2020-2021): 10B, 2PD | Fulham FC (2022-2023): 0B, 1PD | OGC Nice (2022-2023): 5B, 5PD",1.7,Angleterre,
194638,Renato Steffen,1991-11-03,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/194638-1755185268.jpg,700000.0,"VfL Wolfsburg (2017-2018): 10B, 4PD | VfL Wolfsburg (2018-2019): 14B, 18PD | VfL Wolfsburg (2019-2020): 13B, 14PD | VfL Wolfsburg (2020-2021): 2B, 18PD | VfL Wolfsburg (2021-2022): 9B, 15PD",1.7,Suisse,
195051,Gianluca Gaudino,1996-11-11,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/195051-1754245727.jpg,250000.0,"Chievo Verona (2017-2018): 2B, 1PD | Chievo Verona (2018-2019): 0B, 0PD | Bayern Munich (2014-2015): 5B, 4PD | Bayern Munich (2015-2016): 0B, 0PD | Bayern Munich (2016-2017): 0B, 0PD",1.79,Allemagne,
195171,Samu Castillejo,1995-01-18,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/195171-1695107764.jpg,450000.0,"Málaga CF (2014-2015): 11B, 15PD | Villarreal CF (2015-2016): 14B, 14PD | Villarreal CF (2016-2017): 15B, 13PD | Villarreal CF (2017-2018): 9B, 18PD | Valencia CF (2022-2023): 8B, 15PD | AC Milan (2018-2019): 24B, 9PD | AC Milan (2019-2020): 6B, 14PD | AC Milan (2020-2021): 18B, 17PD | AC Milan (2021-2022): 4B, 1PD | US Sassuolo (2023-2024): 11B, 8PD",1.82,Espagne,
195199,Aniello Salzano,1991-07-20,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/195199-1496657184.jpg,75000.0,"FC Crotone (2016-2017): 1B, 1PD",1.86,Italie,
195246,Pascal Stenzel,1996-03-20,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/195246-1753307904.jpg,2000000.0,"Borussia Dortmund (2015-2016): 0B, 0PD | SC Freiburg (2016-2017): 5B, 2PD | SC Freiburg (2017-2018): 4B, 3PD | SC Freiburg (2018-2019): 5B, 7PD | VfB Stuttgart (2020-2021): 9B, 7PD | VfB Stuttgart (2021-2022): 8B, 3PD | VfB Stuttgart (2022-2023): 11B, 2PD | VfB Stuttgart (2023-2024): 9B, 14PD | VfB Stuttgart (2024-2025): 9B, 9PD",1.83,Allemagne,
195335,Michele Castagnetti,1989-12-27,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/195335-1663683881.jpg,350000.0,"US Cremonese (2022-2023): 15B, 13PD",1.8,Italie,
195488,Paulo Gazzaniga,1992-01-02,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/195488-1544621003.jpg,2500000.0,"Southampton FC (2014-2015): 0B, 0PD | Southampton FC (2015-2016): 0B, 0PD | Southampton FC (2016-2017): 0B, 0PD | Tottenham Hotspur (2017-2018): 0B, 0PD | Tottenham Hotspur (2018-2019): 0B, 0PD | Tottenham Hotspur (2019-2020): 1B, 0PD | Tottenham Hotspur (2020-2021): 0B, 0PD | Fulham FC (2022-2023): 0B, 0PD | Elche CF (2020-2021): 0B, 0PD | Girona FC (2022-2023): 0B, 0PD | Girona FC (2023-2024): 0B, 0PD | Girona FC (2024-2025): 0B, 1PD",1.95,Argentine,Italie
195523,Gethin Jones,1981-08-08,Centre-Back,CB,,,"Everton FC (2014-2015): 1B, 0PD",1.8,Pays de Galles,
195652,Jordon Ibe,1995-12-08,Right Winger,RW,https://img.a.transfermarkt.technology/portrait/big/195652-1456301478.jpg,0.0,"Liverpool FC (2014-2015): 5B, 6PD | Liverpool FC (2015-2016): 21B, 12PD | AFC Bournemouth (2016-2017): 12B, 13PD | AFC Bournemouth (2017-2018): 15B, 14PD | AFC Bournemouth (2018-2019): 10B, 9PD | AFC Bournemouth (2019-2020): 2B, 0PD",1.76,Angleterre,Nigeria
195676,Ole Käuper,1997-01-09,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/195676-1754583161.png,125000.0,"SV Werder Bremen (2017-2018): 0B, 1PD | SV Werder Bremen (2018-2019): 1B, 1PD",1.87,Allemagne,
195680,Joe Ralls,1993-10-12,Central Midfield,CM,https://img.a.transfermarkt.technology/portrait/big/s_195680_603_2013_04_17_1.jpg,800000.0,"Cardiff City (2018-2019): 6B, 5PD",1.78,Angleterre,
195736,Florian Grillitsch,1995-08-07,Defensive Midfield,DM,https://img.a.transfermarkt.technology/portrait/big/195736-1691269821.jpg,2000000.0,"Real Valladolid CF (2024-2025): 6B, 6PD | SV Werder Bremen (2015-2016): 2B, 10PD | SV Werder Bremen (2016-2017): 3B, 12PD | TSG 1899 Hoffenheim (2017-2018): 4B, 6PD | TSG 1899 Hoffenheim (2018-2019): 4B, 6PD | TSG 1899 Hoffenheim (2019-2020): 4B, 10PD | TSG 1899 Hoffenheim (2020-2021): 7B, 10PD | TSG 1899 Hoffenheim (2021-2022): 2B, 1PD | TSG 1899 Hoffenheim (2023-2024): 5B, 6PD | TSG 1899 Hoffenheim (2024-2025): 0B, 8PD",1.87,Autriche,
195778,Alexander Nübel,1996-09-30,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/195778-1691998861.jpg,12000000.0,"SC Paderborn 07 (2014-2015): 0B, 0PD | FC Schalke 04 (2015-2016): 1B, 0PD | FC Schalke 04 (2016-2017): 0B, 0PD | FC Schalke 04 (2017-2018): 1B, 0PD | FC Schalke 04 (2018-2019): 0B, 0PD | FC Schalke 04 (2019-2020): 0B, 0PD | Bayern Munich (2020-2021): 0B, 0PD | VfB Stuttgart (2023-2024): 0B, 0PD | VfB Stuttgart (2024-2025): 0B, 0PD",1.93,Allemagne,
195782,Felix Platte,1996-02-11,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/195782-1734015429.jpg,400000.0,"FC Schalke 04 (2014-2015): 2B, 1PD | FC Schalke 04 (2015-2016): 1B, 0PD | SV Darmstadt 98 (2015-2016): 10B, 0PD | FC Schalke 04 (2016-2017): 0B, 0PD | SV Darmstadt 98 (2016-2017): 3B, 5PD",1.9,Allemagne,
195810,Bastos,1991-03-27,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/195810-1633193060.png,900000.0,"SS Lazio (2016-2017): 1B, 3PD | SS Lazio (2017-2018): 6B, 5PD | SS Lazio (2018-2019): 9B, 6PD | SS Lazio (2019-2020): 10B, 2PD | SS Lazio (2020-2021): 2B, 1PD",1.84,Angola,
195906,Albian Ajeti,1997-02-26,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/195906-1758784484.jpg,1000000.0,"West Ham United (2019-2020): 9B, 0PD | FC Augsburg (2015-2016): 1B, 0PD | FC Augsburg (2016-2017): 0B, 0PD",1.81,Suisse,
196084,Marco Meyerhöfer,1995-11-18,Right-Back,RB,https://img.a.transfermarkt.technology/portrait/big/196084-1752219262.jpg,700000.0,"SpVgg Greuther Fürth (2021-2022): 1B, 0PD",1.79,Allemagne,
196095,Luca Waldschmidt,1996-05-19,Centre-Forward,CF,https://img.a.transfermarkt.technology/portrait/big/196095-1721140192.jpg,2000000.0,"Eintracht Frankfurt (2014-2015): 2B, 1PD | Eintracht Frankfurt (2015-2016): 14B, 1PD | Hamburger SV (2016-2017): 12B, 4PD | Hamburger SV (2017-2018): 17B, 5PD | SC Freiburg (2018-2019): 14B, 12PD | SC Freiburg (2019-2020): 9B, 10PD | VfL Wolfsburg (2021-2022): 7B, 8PD | VfL Wolfsburg (2022-2023): 14B, 6PD",1.81,Allemagne,
196231,Marvin Friedrich,1995-12-13,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/196231-1662966392.jpg,2000000.0,"FC Schalke 04 (2014-2015): 4B, 0PD | FC Schalke 04 (2015-2016): 3B, 0PD | FC Augsburg (2016-2017): 0B, 0PD | Borussia Mönchengladbach (2021-2022): 1B, 2PD | Borussia Mönchengladbach (2022-2023): 10B, 0PD | Borussia Mönchengladbach (2023-2024): 8B, 4PD | Borussia Mönchengladbach (2024-2025): 14B, 0PD",1.93,Allemagne,
196357,Jonathan Tah,1996-02-11,Centre-Back,CB,https://img.a.transfermarkt.technology/portrait/big/196357-1695367765.jpg,30000000.0,"Hamburger SV (2014-2015): 0B, 0PD | Bayer 04 Leverkusen (2015-2016): 0B, 1PD | Bayer 04 Leverkusen (2016-2017): 3B, 0PD | Bayer 04 Leverkusen (2017-2018): 1B, 1PD | Bayer 04 Leverkusen (2018-2019): 0B, 2PD | Bayer 04 Leverkusen (2019-2020): 6B, 1PD | Bayer 04 Leverkusen (2020-2021): 4B, 2PD | Bayer 04 Leverkusen (2021-2022): 1B, 4PD | Bayer 04 Leverkusen (2022-2023): 6B, 5PD | Bayer 04 Leverkusen (2023-2024): 3B, 5PD | Bayern Munich (2024-2025): 1B, 0PD | Bayer 04 Leverkusen (2024-2025): 1B, 0PD",1.95,Allemagne,Côte d'Ivoire
196382,Marius Gersbeck,1995-06-20,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/196382-1720778295.jpg,350000.0,"Hertha BSC (2014-2015): 0B, 0PD | Hertha BSC (2015-2016): 0B, 0PD | Hertha BSC (2018-2019): 0B, 0PD",1.87,Allemagne,
196421,Marvin Stefaniak,1995-02-03,Left Winger,LW,https://img.a.transfermarkt.technology/portrait/big/196421-1752823964.jpg,350000.0,"VfL Wolfsburg (2018-2019): 0B, 0PD",1.78,Allemagne,
196427,Leo Weinkauf,1996-07-07,Goalkeeper,GK,https://img.a.transfermarkt.technology/portrait/big/196427-1757925745.png,250000.0,"Bayern Munich (2016-2017): 0B, 0PD | Bayern Munich (2017-2018): 0B, 0PD | Hannover 96 (2018-2019): 0B, 0PD",1.98,Allemagne,
